,Unnamed: 0,Session_ID,User_ID,Visit_date,Device_Type,Browser,Operating_System,Traffic_Source,Country,City,Landing_Page,Exit_Page,Bounce,New_or_Returning,Conversation,Pages_Visited,Session_Duration,Page_Views,Clicks,Revenue
1269,1269,ses1270,usd1270,2025-04-29,Mobile,Safari,Windows,Paid search,US,London,Login,Home,No,Returning Visitor,Yes,56,47,8,35,624
1270,1270,ses1271,usd1271,2025-04-26,Mobile,Chrome,MacOS,Direct,US,London,Blog,Pricing,Yes,New Visitor,No,78,29,13,49,3680
1271,1271,ses1272,usd1272,2025-02-18,Mobile,Firefox,Android,Social media,UK,Singapore,Contact,Blog,No,New Visitor,Yes,7,20,20,47,3834
1272,1272,ses1273,usd1273,2025-09-18,Mobile,Firefox,Windows,Social media,UK,Singapore,Login,Pricing,Yes,Returning Visitor,No,29,51,20,15,7481
1273,1273,ses1274,usd1274,2025-12-01,Tablet,Safari,MacOS,Direct,UK,Singapore,Login,Blog,Yes,New Visitor,No,30,42,22,39,1051
1274,1274,ses1275,usd1275,2025-09-22,Mobile,Firefox,Windows,Social media,Singapore,Hyderabad,Blog,Products,No,New Visitor,Yes,26,27,15,1,4883
1275,1275,ses1276,usd1276,2025-08-11,Mobile,Chrome,MacOS,Email marketing,Germany,New York,Contact,Products,No,New Visitor,Yes,29,40,14,21,7066
1276,1276,ses1277,usd1277,2025-12-22,Tablet,Chrome,Linux,Email marketing,Singapore,Sydney,Contact,Home,Yes,New Visitor,No,13,28,1,10,2183
1277,1277,ses1278,usd1278,2025-01-05,Tablet,Opera,Windows,Referral,Canada,New York,About us,Products,Yes,New Visitor,Yes,87,40,20,42,9418
1278,1278,ses1279,usd1279,2025-04-10,Tablet,Firefox,iOS,Paid search,UK,London,Products,Contact,Yes,New Visitor,No,29,11,3,5,5472
1279,1279,ses1280,usd1280,2025-11-23,Tablet,Safari,Linux,Email marketing,UK,Chennai,Services,Products,No,Returning Visitor,No,12,2,18,12,1721
1280,1280,ses1281,usd1281,2025-09-01,Tablet,Safari,iOS,Direct,Singapore,Singapore,Products,Services,Yes,New Visitor,Yes,68,53,3,46,7877
1281,1281,ses1282,usd1282,2025-02-03,Tablet,Firefox,MacOS,Referral,Germany,Hyderabad,Blog,Contact,No,Returning Visitor,Yes,52,42,7,26,6201
1282,1282,ses1283,usd1283,2025-04-15,Desktop,Safari,Windows,Direct,UK,London,Contact,Products,Yes,New Visitor,Yes,15,12,14,49,1379
1283,1283,ses1284,usd1284,2025-06-30,Mobile,Safari,Linux,Organic search,Singapore,Chennai,Home,Products,Yes,New Visitor,Yes,4,29,22,38,7747
1284,1284,ses1285,usd1285,2025-05-11,Tablet,Firefox,Android,Paid search,US,Hyderabad,About us,Services,Yes,Returning Visitor,No,74,40,10,34,8707
1285,1285,ses1286,usd1286,2025-04-30,Desktop,Chrome,MacOS,Social media,India,Bangalore,Contact,Pricing,Yes,New Visitor,Yes,34,39,8,25,801
1286,1286,ses1287,usd1287,2025-10-21,Tablet,Chrome,Windows,Referral,Germany,Singapore,Login,Contact,Yes,Returning Visitor,Yes,94,51,6,46,2659
1287,1287,ses1288,usd1288,2025-10-29,Tablet,Chrome,iOS,Organic search,Canada,Singapore,About us,Contact,No,Returning Visitor,No,17,1,7,12,7645
1288,1288,ses1289,usd1289,2025-06-29,Tablet,Firefox,iOS,Referral,Germany,Delhi,Home,Products,Yes,New Visitor,No,60,8,24,5,7860
1289,1289,ses1290,usd1290,2025-03-10,Desktop,Edge,Linux,Referral,Singapore,Mumbai,Login,Pricing,Yes,Returning Visitor,Yes,89,52,5,35,5736
1290,1290,ses1291,usd1291,2025-11-07,Desktop,Safari,Windows,Direct,Singapore,Delhi,Login,Services,No,New Visitor,No,3,14,14,46,6870
1291,1291,ses1292,usd1292,2025-07-18,Tablet,Edge,Windows,Referral,India,Singapore,Home,Contact,Yes,Returning Visitor,No,73,41,20,47,6526
1292,1292,ses1293,usd1293,2025-09-25,Mobile,Firefox,Windows,Social media,UK,Delhi,About us,Products,No,Returning Visitor,No,55,40,3,35,1662
1293,1293,ses1294,usd1294,2025-11-15,Mobile,Opera,Linux,Social media,Canada,Mumbai,About us,Products,Yes,New Visitor,No,3,47,20,10,7569
1294,1294,ses1295,usd1295,2025-05-02,Desktop,Firefox,iOS,Direct,India,Singapore,Pricing,Contact,Yes,New Visitor,Yes,5,19,23,27,1416
1295,1295,ses1296,usd1296,2025-10-30,Tablet,Safari,iOS,Social media,Australia,Mumbai,Pricing,Products,Yes,Returning Visitor,No,17,25,19,18,4880
1296,1296,ses1297,usd1297,2025-10-21,Mobile,Safari,MacOS,Social media,India,Sydney,Login,Blog,No,New Visitor,Yes,13,14,17,4,7061
1297,1297,ses1298,usd1298,2025-12-29,Desktop,Opera,MacOS,Email marketing,Australia,Bangalore,Contact,Contact,No,New Visitor,No,78,39,2,40,3290
1298,1298,ses1299,usd1299,2025-07-18,Tablet,Chrome,Linux,Referral,US,Sydney,Pricing,Pricing,Yes,Returning Visitor,No,42,48,8,22,4297
1299,1299,ses1300,usd1300,2025-04-07,Mobile,Safari,MacOS,Direct,India,Sydney,Products,Contact,Yes,Returning Visitor,No,28,12,21,30,37
1300,1300,ses1301,usd1301,2025-11-19,Mobile,Firefox,iOS,Referral,Germany,Bangalore,Blog,Services,Yes,Returning Visitor,No,33,30,14,16,9162
1301,1301,ses1302,usd1302,2025-10-22,Mobile,Edge,Linux,Email marketing,UK,Singapore,Home,Products,No,Returning Visitor,No,42,59,1,20,480
1302,1302,ses1303,usd1303,2025-01-04,Desktop,Edge,Windows,Organic search,India,Singapore,About us,Home,No,New Visitor,Yes,24,40,23,48,5175
1303,1303,ses1304,usd1304,2025-11-30,Desktop,Chrome,Linux,Social media,India,Delhi,Login,Blog,Yes,New Visitor,No,43,31,16,25,1739
1304,1304,ses1305,usd1305,2025-07-23,Desktop,Chrome,iOS,Email marketing,Canada,Bangalore,Contact,Contact,Yes,New Visitor,No,74,50,19,39,378
1305,1305,ses1306,usd1306,2025-05-25,Mobile,Firefox,iOS,Referral,UK,Singapore,Contact,Blog,No,New Visitor,No,53,39,23,21,1446
1306,1306,ses1307,usd1307,2025-01-23,Tablet,Opera,Windows,Email marketing,US,New York,Pricing,Products,No,Returning Visitor,Yes,48,57,19,48,2487
1307,1307,ses1308,usd1308,2025-09-24,Tablet,Firefox,iOS,Organic search,Singapore,Delhi,Home,Pricing,Yes,Returning Visitor,Yes,24,58,21,35,7343
1308,1308,ses1309,usd1309,2025-01-24,Tablet,Opera,Linux,Direct,Canada,Singapore,Pricing,Blog,No,Returning Visitor,Yes,99,13,13,37,3243
1309,1309,ses1310,usd1310,2025-01-27,Tablet,Firefox,Windows,Email marketing,UK,Sydney,Products,Contact,Yes,Returning Visitor,Yes,26,36,5,31,7135
1310,1310,ses1311,usd1311,2025-07-28,Tablet,Safari,iOS,Organic search,UK,Bangalore,About us,Contact,Yes,New Visitor,No,56,11,15,17,764
1311,1311,ses1312,usd1312,2025-11-25,Mobile,Opera,MacOS,Email marketing,India,Sydney,Services,Products,Yes,Returning Visitor,No,25,33,18,16,4112
1312,1312,ses1313,usd1313,2025-10-14,Mobile,Safari,Android,Referral,UK,Hyderabad,Blog,Contact,Yes,Returning Visitor,No,70,22,9,12,1424
1313,1313,ses1314,usd1314,2025-04-08,Mobile,Opera,Windows,Paid search,Germany,Sydney,Home,Blog,No,Returning Visitor,Yes,52,12,7,48,1586
1314,1314,ses1315,usd1315,2025-11-09,Tablet,Edge,MacOS,Referral,India,Hyderabad,Login,Home,Yes,New Visitor,Yes,62,51,12,11,9821
1315,1315,ses1316,usd1316,2025-07-18,Desktop,Opera,Windows,Paid search,US,Bangalore,Contact,Contact,Yes,New Visitor,No,72,57,18,35,6784
1316,1316,ses1317,usd1317,2025-01-29,Tablet,Opera,MacOS,Organic search,Germany,Hyderabad,Services,Blog,No,Returning Visitor,No,23,46,6,12,7340
1317,1317,ses1318,usd1318,2025-12-15,Tablet,Safari,Android,Direct,India,Chennai,Contact,Blog,Yes,New Visitor,Yes,75,20,9,31,5778
1318,1318,ses1319,usd1319,2025-07-17,Mobile,Firefox,MacOS,Organic search,Germany,New York,Pricing,Contact,No,Returning Visitor,No,98,30,23,18,2164
1319,1319,ses1320,usd1320,2025-08-30,Desktop,Firefox,Linux,Direct,Singapore,Singapore,Login,Products,No,New Visitor,No,4,34,22,46,7904
1320,1320,ses1321,usd1321,2025-11-21,Tablet,Safari,Android,Paid search,Canada,Sydney,Blog,Home,No,Returning Visitor,No,53,11,19,48,1457
1321,1321,ses1322,usd1322,2025-06-25,Tablet,Firefox,Android,Organic search,India,Delhi,Login,Services,No,Returning Visitor,Yes,25,39,16,49,6992
1322,1322,ses1323,usd1323,2025-01-24,Mobile,Chrome,Linux,Referral,Australia,London,Pricing,Contact,Yes,Returning Visitor,Yes,38,46,1,40,7834
1323,1323,ses1324,usd1324,2025-04-15,Mobile,Chrome,MacOS,Referral,US,London,About us,Home,Yes,New Visitor,No,58,58,20,18,6699
1324,1324,ses1325,usd1325,2025-08-22,Mobile,Chrome,iOS,Paid search,US,Sydney,Contact,Contact,Yes,Returning Visitor,Yes,90,49,10,20,7910
1325,1325,ses1326,usd1326,2025-06-03,Desktop,Safari,Windows,Paid search,India,Singapore,Products,Home,Yes,New Visitor,No,73,42,5,44,9468
1326,1326,ses1327,usd1327,2025-07-08,Mobile,Chrome,iOS,Organic search,Australia,Hyderabad,Pricing,Products,Yes,Returning Visitor,No,90,50,2,18,7272
1327,1327,ses1328,usd1328,2025-03-08,Desktop,Edge,Windows,Organic search,Canada,Hyderabad,Home,Pricing,No,New Visitor,No,36,12,14,48,3133
1328,1328,ses1329,usd1329,2025-08-01,Tablet,Firefox,Windows,Direct,Canada,Bangalore,Products,Home,Yes,New Visitor,No,2,13,20,20,1829
1329,1329,ses1330,usd1330,2025-03-13,Mobile,Opera,Android,Referral,Singapore,Chennai,Home,Blog,Yes,Returning Visitor,Yes,54,36,18,49,600
1330,1330,ses1331,usd1331,2025-03-06,Tablet,Opera,MacOS,Direct,Singapore,Mumbai,Home,Products,Yes,Returning Visitor,No,70,10,7,10,342
1331,1331,ses1332,usd1332,2025-05-23,Mobile,Chrome,Linux,Paid search,UK,Bangalore,Blog,Blog,Yes,New Visitor,No,26,52,20,35,3961
1332,1332,ses1333,usd1333,2025-08-18,Mobile,Opera,Linux,Referral,UK,New York,Products,Products,Yes,New Visitor,Yes,9,53,24,7,6376
1333,1333,ses1334,usd1334,2025-09-26,Tablet,Opera,iOS,Social media,Canada,Chennai,Login,Pricing,No,Returning Visitor,Yes,14,13,19,30,3737
1334,1334,ses1335,usd1335,2025-08-24,Tablet,Safari,MacOS,Referral,US,Sydney,Products,Contact,No,Returning Visitor,No,69,47,12,31,5248
1335,1335,ses1336,usd1336,2025-10-10,Mobile,Firefox,Linux,Email marketing,UK,London,About us,Contact,No,New Visitor,No,85,50,7,37,993
1336,1336,ses1337,usd1337,2025-04-06,Desktop,Edge,Linux,Direct,UK,Singapore,Blog,Products,Yes,Returning Visitor,Yes,60,19,10,16,8888
1337,1337,ses1338,usd1338,2025-05-30,Tablet,Firefox,MacOS,Referral,Australia,Bangalore,Contact,Pricing,No,Returning Visitor,No,35,15,4,33,2175
1338,1338,ses1339,usd1339,2025-11-05,Mobile,Opera,Linux,Paid search,Singapore,Sydney,Home,Services,No,Returning Visitor,Yes,59,3,12,34,8720
1339,1339,ses1340,usd1340,2025-10-26,Desktop,Opera,Windows,Paid search,Canada,Bangalore,Blog,Pricing,No,New Visitor,No,69,21,22,12,3450
1340,1340,ses1341,usd1341,2025-07-31,Mobile,Chrome,Linux,Referral,India,Chennai,Blog,Pricing,No,New Visitor,Yes,54,40,11,7,4895
1341,1341,ses1342,usd1342,2025-09-21,Desktop,Firefox,Linux,Direct,Australia,London,About us,Pricing,No,Returning Visitor,No,87,16,14,7,312
1342,1342,ses1343,usd1343,2025-11-29,Mobile,Edge,Android,Paid search,India,New York,Services,Home,No,New Visitor,Yes,23,24,5,2,2893
1343,1343,ses1344,usd1344,2025-09-27,Desktop,Edge,Android,Social media,UK,London,Products,Pricing,No,Returning Visitor,Yes,56,48,7,42,6450
1344,1344,ses1345,usd1345,2025-09-03,Desktop,Chrome,Linux,Organic search,US,Hyderabad,Services,Blog,No,Returning Visitor,Yes,23,33,23,31,3650
1345,1345,ses1346,usd1346,2025-09-21,Desktop,Chrome,Linux,Social media,India,Singapore,Services,Contact,Yes,New Visitor,Yes,23,49,12,22,3384
1346,1346,ses1347,usd1347,2025-08-30,Mobile,Firefox,Android,Paid search,India,Chennai,Products,Blog,Yes,New Visitor,Yes,62,13,22,11,9316
1347,1347,ses1348,usd1348,2025-03-23,Mobile,Safari,Windows,Organic search,Canada,Bangalore,Services,Contact,Yes,New Visitor,No,79,36,8,36,9787
1348,1348,ses1349,usd1349,2025-12-05,Desktop,Chrome,MacOS,Referral,Canada,Singapore,About us,Services,Yes,Returning Visitor,Yes,10,49,23,27,6214
1349,1349,ses1350,usd1350,2025-07-18,Desktop,Chrome,Windows,Social media,US,Mumbai,About us,Blog,No,Returning Visitor,No,95,34,3,8,8183
1350,1350,ses1351,usd1351,2025-01-20,Mobile,Chrome,MacOS,Paid search,UK,New York,Pricing,Home,No,New Visitor,No,32,23,17,21,7037
1351,1351,ses1352,usd1352,2025-06-19,Desktop,Chrome,Linux,Paid search,Canada,Delhi,Products,Pricing,Yes,New Visitor,Yes,33,31,22,2,3701
1352,1352,ses1353,usd1353,2025-05-30,Tablet,Opera,MacOS,Direct,Australia,Chennai,Contact,Contact,No,Returning Visitor,No,22,38,11,36,2639
1353,1353,ses1354,usd1354,2025-02-24,Desktop,Chrome,Android,Social media,Canada,Bangalore,Blog,Contact,No,New Visitor,Yes,56,57,16,45,716
1354,1354,ses1355,usd1355,2025-10-02,Desktop,Edge,Android,Organic search,Canada,Bangalore,About us,Products,No,New Visitor,No,77,16,12,12,3892
1355,1355,ses1356,usd1356,2025-06-21,Tablet,Safari,Windows,Organic search,Singapore,Sydney,About us,Services,Yes,New Visitor,No,46,2,3,37,4147
1356,1356,ses1357,usd1357,2025-03-07,Tablet,Firefox,Linux,Referral,US,Bangalore,Pricing,Blog,No,New Visitor,Yes,16,21,13,41,405
1357,1357,ses1358,usd1358,2025-07-24,Mobile,Firefox,Android,Paid search,Australia,Delhi,Services,Contact,No,Returning Visitor,Yes,38,42,15,28,4720
1358,1358,ses1359,usd1359,2025-07-21,Tablet,Opera,Windows,Paid search,Canada,Delhi,Products,Contact,Yes,New Visitor,No,92,15,9,3,1430
1359,1359,ses1360,usd1360,2025-05-27,Desktop,Safari,Linux,Direct,US,Delhi,Services,Contact,No,New Visitor,No,88,14,1,23,3106
1360,1360,ses1361,usd1361,2025-11-18,Mobile,Edge,Linux,Direct,Australia,New York,Blog,Products,No,New Visitor,Yes,5,26,10,26,4038
1361,1361,ses1362,usd1362,2025-10-28,Desktop,Edge,MacOS,Organic search,Australia,Bangalore,Products,Contact,No,New Visitor,No,95,52,17,21,3471
1362,1362,ses1363,usd1363,2025-12-22,Tablet,Safari,Windows,Paid search,US,Delhi,Login,Services,Yes,New Visitor,No,29,59,19,10,2013
1363,1363,ses1364,usd1364,2025-01-25,Tablet,Firefox,iOS,Referral,India,London,Services,Pricing,No,Returning Visitor,Yes,49,52,13,33,79
1364,1364,ses1365,usd1365,2025-12-21,Tablet,Edge,Linux,Direct,Singapore,London,Services,Contact,No,Returning Visitor,Yes,32,7,16,30,7893
1365,1365,ses1366,usd1366,2025-02-12,Desktop,Chrome,Android,Direct,Canada,New York,Contact,Services,No,New Visitor,No,53,20,19,4,499
1366,1366,ses1367,usd1367,2025-10-03,Desktop,Firefox,Linux,Referral,Singapore,New York,About us,Products,Yes,New Visitor,Yes,44,27,21,30,1012
1367,1367,ses1368,usd1368,2025-10-24,Desktop,Opera,iOS,Direct,Canada,Sydney,Products,Home,No,New Visitor,No,5,26,24,23,98
1368,1368,ses1369,usd1369,2025-03-17,Tablet,Opera,Windows,Referral,Canada,Mumbai,Pricing,Contact,No,New Visitor,Yes,83,10,10,31,8982
1369,1369,ses1370,usd1370,2025-05-23,Tablet,Safari,MacOS,Paid search,Germany,Bangalore,About us,Contact,No,New Visitor,Yes,39,37,23,42,4004
1370,1370,ses1371,usd1371,2025-12-17,Tablet,Opera,Windows,Paid search,Canada,Mumbai,Pricing,Services,No,Returning Visitor,Yes,51,21,18,31,7887
1371,1371,ses1372,usd1372,2025-02-23,Tablet,Edge,Linux,Organic search,US,Mumbai,Login,Blog,No,Returning Visitor,No,27,12,2,19,31
1372,1372,ses1373,usd1373,2025-04-19,Tablet,Opera,Android,Referral,Germany,Sydney,Pricing,Contact,No,New Visitor,Yes,38,5,13,6,1315
1373,1373,ses1374,usd1374,2025-12-05,Desktop,Edge,Windows,Referral,Germany,Mumbai,Services,Contact,No,Returning Visitor,No,30,15,22,5,6090
1374,1374,ses1375,usd1375,2025-08-12,Tablet,Safari,Android,Referral,India,Mumbai,Contact,Services,No,New Visitor,Yes,97,21,14,36,7263
1375,1375,ses1376,usd1376,2025-04-25,Tablet,Edge,MacOS,Paid search,Germany,Singapore,Home,Blog,No,Returning Visitor,Yes,71,50,14,5,6547
1376,1376,ses1377,usd1377,2025-04-23,Mobile,Safari,MacOS,Referral,Germany,Delhi,Login,Contact,Yes,Returning Visitor,Yes,28,34,3,15,8278
1377,1377,ses1378,usd1378,2025-06-14,Mobile,Chrome,Windows,Email marketing,US,Delhi,Login,Blog,No,New Visitor,Yes,41,14,22,10,8169
1378,1378,ses1379,usd1379,2025-03-23,Tablet,Opera,iOS,Paid search,US,Delhi,Services,Pricing,No,New Visitor,Yes,50,6,10,15,3527
1379,1379,ses1380,usd1380,2025-05-24,Tablet,Firefox,Linux,Social media,India,Mumbai,About us,Contact,Yes,Returning Visitor,No,77,13,1,20,9927
1380,1380,ses1381,usd1381,2025-03-08,Mobile,Firefox,Windows,Email marketing,Canada,London,Login,Contact,Yes,Returning Visitor,Yes,80,34,24,8,7563
1381,1381,ses1382,usd1382,2025-01-10,Tablet,Chrome,Android,Paid search,Germany,London,About us,Home,No,New Visitor,Yes,31,38,13,8,3536
1382,1382,ses1383,usd1383,2025-03-17,Desktop,Firefox,Android,Paid search,Australia,Hyderabad,Pricing,Blog,Yes,New Visitor,Yes,2,4,14,45,5514
1383,1383,ses1384,usd1384,2025-06-02,Desktop,Firefox,Linux,Referral,Canada,Mumbai,About us,Home,No,Returning Visitor,Yes,46,41,8,5,6818
1384,1384,ses1385,usd1385,2025-04-02,Tablet,Opera,iOS,Email marketing,Germany,London,Contact,Contact,No,Returning Visitor,Yes,91,8,12,15,6442
1385,1385,ses1386,usd1386,2025-06-14,Tablet,Safari,iOS,Organic search,US,Bangalore,Home,Pricing,Yes,Returning Visitor,Yes,8,56,23,35,8777
1386,1386,ses1387,usd1387,2025-12-27,Tablet,Safari,MacOS,Direct,UK,Delhi,About us,Contact,Yes,Returning Visitor,No,52,39,20,6,7587
1387,1387,ses1388,usd1388,2025-01-25,Desktop,Safari,Linux,Email marketing,US,London,Contact,Pricing,Yes,Returning Visitor,No,51,23,20,43,3628
1388,1388,ses1389,usd1389,2025-10-20,Desktop,Firefox,Linux,Social media,Canada,London,Services,Contact,No,Returning Visitor,No,39,27,22,45,3887
1389,1389,ses1390,usd1390,2025-03-15,Desktop,Safari,Windows,Email marketing,US,Chennai,Blog,Products,Yes,New Visitor,Yes,46,12,2,48,9464
1390,1390,ses1391,usd1391,2025-11-07,Mobile,Edge,Linux,Social media,UK,Bangalore,Pricing,Home,Yes,Returning Visitor,No,71,6,2,26,6443
1391,1391,ses1392,usd1392,2025-08-16,Tablet,Firefox,Android,Social media,Germany,Hyderabad,About us,Pricing,No,New Visitor,No,95,32,8,24,3239
1392,1392,ses1393,usd1393,2025-03-02,Desktop,Edge,Android,Paid search,UK,New York,Contact,Home,Yes,Returning Visitor,No,20,34,7,23,954
1393,1393,ses1394,usd1394,2025-01-02,Desktop,Safari,Windows,Paid search,UK,Delhi,Contact,Services,Yes,Returning Visitor,Yes,62,22,21,20,4683
1394,1394,ses1395,usd1395,2025-11-03,Desktop,Chrome,iOS,Referral,Germany,Delhi,Blog,Pricing,No,New Visitor,No,79,50,21,14,7713
1395,1395,ses1396,usd1396,2025-03-22,Desktop,Firefox,MacOS,Social media,India,Delhi,Contact,Contact,Yes,New Visitor,Yes,65,3,16,40,2475
1396,1396,ses1397,usd1397,2025-07-19,Tablet,Safari,Windows,Email marketing,Singapore,Hyderabad,Services,Contact,Yes,New Visitor,Yes,32,24,3,33,3227
1397,1397,ses1398,usd1398,2025-04-16,Tablet,Firefox,Linux,Paid search,UK,Sydney,Login,Services,Yes,New Visitor,Yes,94,50,20,30,2608
1398,1398,ses1399,usd1399,2025-10-15,Desktop,Safari,iOS,Organic search,Germany,Delhi,Blog,Products,No,New Visitor,No,50,41,4,25,1475
1399,1399,ses1400,usd1400,2025-04-19,Desktop,Firefox,iOS,Direct,India,Delhi,Services,Contact,Yes,New Visitor,Yes,31,29,7,12,5753
1400,1400,ses1401,usd1401,2025-01-28,Mobile,Chrome,Linux,Organic search,India,Delhi,Products,Contact,No,New Visitor,No,19,13,22,1,7432
1401,1401,ses1402,usd1402,2025-02-26,Desktop,Chrome,Linux,Direct,US,Sydney,Services,Contact,No,Returning Visitor,Yes,18,1,21,15,2478
1402,1402,ses1403,usd1403,2025-05-29,Mobile,Safari,Windows,Email marketing,Australia,London,Contact,Services,No,New Visitor,Yes,42,21,3,25,2581
1403,1403,ses1404,usd1404,2025-12-10,Mobile,Edge,Android,Email marketing,Australia,London,Products,Contact,No,Returning Visitor,Yes,59,46,4,14,2930
1404,1404,ses1405,usd1405,2025-07-26,Mobile,Chrome,Linux,Organic search,Germany,Sydney,Services,Services,No,Returning Visitor,No,82,21,1,25,9901
1405,1405,ses1406,usd1406,2025-03-02,Mobile,Firefox,Android,Email marketing,Canada,London,Pricing,Contact,No,Returning Visitor,No,79,57,23,22,599
1406,1406,ses1407,usd1407,2025-07-14,Desktop,Firefox,iOS,Organic search,Singapore,New York,Contact,Services,No,New Visitor,No,68,48,6,39,7779
1407,1407,ses1408,usd1408,2025-06-22,Tablet,Firefox,Windows,Email marketing,Canada,Hyderabad,Products,Products,No,New Visitor,Yes,83,47,13,39,5307
1408,1408,ses1409,usd1409,2025-03-12,Tablet,Edge,Windows,Direct,Canada,New York,Home,Contact,Yes,Returning Visitor,Yes,91,25,22,26,9444
1409,1409,ses1410,usd1410,2025-03-20,Tablet,Chrome,Windows,Paid search,Singapore,Mumbai,Home,Contact,No,New Visitor,Yes,77,23,11,7,7109
1410,1410,ses1411,usd1411,2025-09-19,Desktop,Opera,Windows,Referral,India,Sydney,Products,Blog,No,New Visitor,No,80,10,6,11,2953
1411,1411,ses1412,usd1412,2025-09-29,Desktop,Safari,Android,Social media,Canada,Chennai,About us,Home,No,New Visitor,No,26,11,14,48,4510
1412,1412,ses1413,usd1413,2025-01-28,Mobile,Edge,Linux,Direct,US,London,Home,Products,Yes,New Visitor,No,22,10,7,10,8376
1413,1413,ses1414,usd1414,2025-10-07,Mobile,Opera,Windows,Organic search,Singapore,Sydney,About us,Pricing,Yes,New Visitor,Yes,30,19,18,39,5474
1414,1414,ses1415,usd1415,2025-06-18,Desktop,Firefox,iOS,Referral,Canada,Bangalore,Contact,Contact,Yes,New Visitor,Yes,78,37,8,49,6247
1415,1415,ses1416,usd1416,2025-03-07,Mobile,Opera,Windows,Referral,Australia,London,Products,Products,Yes,New Visitor,No,38,17,2,11,2043
1416,1416,ses1417,usd1417,2025-11-16,Mobile,Chrome,Android,Organic search,Germany,Singapore,Pricing,Pricing,No,New Visitor,Yes,74,52,16,15,2806
1417,1417,ses1418,usd1418,2025-01-31,Mobile,Edge,Linux,Email marketing,India,Sydney,Services,Services,Yes,Returning Visitor,Yes,35,36,24,26,5947
1418,1418,ses1419,usd1419,2025-08-20,Desktop,Safari,Windows,Organic search,India,Chennai,Login,Products,Yes,New Visitor,Yes,66,57,6,31,5511
1419,1419,ses1420,usd1420,2025-01-21,Mobile,Edge,Linux,Direct,UK,Mumbai,Blog,Blog,No,Returning Visitor,Yes,81,15,5,47,780
1420,1420,ses1421,usd1421,2025-01-29,Desktop,Opera,MacOS,Social media,Singapore,London,About us,Contact,Yes,Returning Visitor,Yes,45,29,3,35,1379
1421,1421,ses1422,usd1422,2025-10-01,Tablet,Edge,MacOS,Organic search,Australia,New York,Products,Pricing,Yes,New Visitor,No,23,56,23,38,2645
1422,1422,ses1423,usd1423,2025-04-21,Tablet,Firefox,Linux,Referral,Germany,New York,Pricing,Pricing,Yes,New Visitor,Yes,94,28,24,36,8145
1423,1423,ses1424,usd1424,2025-10-21,Tablet,Chrome,MacOS,Paid search,Singapore,Bangalore,Blog,Services,Yes,Returning Visitor,No,3,24,12,18,2371
1424,1424,ses1425,usd1425,2025-10-02,Tablet,Opera,Android,Social media,Singapore,London,Products,Contact,Yes,Returning Visitor,No,46,18,11,14,3117
1425,1425,ses1426,usd1426,2025-09-02,Desktop,Safari,iOS,Social media,Germany,Singapore,Contact,Contact,No,Returning Visitor,No,60,11,16,30,6642
1426,1426,ses1427,usd1427,2025-02-10,Mobile,Edge,Linux,Organic search,Singapore,Singapore,Blog,Contact,Yes,Returning Visitor,Yes,81,46,21,48,9490
1427,1427,ses1428,usd1428,2025-10-01,Desktop,Firefox,MacOS,Organic search,US,New York,Contact,Contact,No,Returning Visitor,Yes,33,35,3,27,3773
1428,1428,ses1429,usd1429,2025-10-13,Desktop,Firefox,Windows,Social media,Singapore,Mumbai,Blog,Contact,No,Returning Visitor,Yes,45,40,18,37,803
1429,1429,ses1430,usd1430,2025-07-24,Mobile,Firefox,Linux,Referral,Canada,Singapore,Home,Contact,Yes,New Visitor,No,41,4,1,25,3288
1430,1430,ses1431,usd1431,2025-09-03,Tablet,Firefox,Linux,Paid search,Singapore,Bangalore,About us,Pricing,Yes,Returning Visitor,No,26,17,6,17,6732
1431,1431,ses1432,usd1432,2025-04-04,Mobile,Opera,Windows,Direct,US,Singapore,Pricing,Home,Yes,New Visitor,Yes,82,42,17,20,1764
1432,1432,ses1433,usd1433,2025-10-03,Desktop,Safari,Linux,Organic search,India,London,Pricing,Contact,No,New Visitor,No,20,31,14,38,8708
1433,1433,ses1434,usd1434,2025-02-11,Desktop,Safari,Windows,Direct,Germany,Mumbai,Products,Products,Yes,Returning Visitor,No,22,57,7,49,6121
1434,1434,ses1435,usd1435,2025-06-29,Tablet,Edge,iOS,Organic search,UK,Chennai,Login,Pricing,No,Returning Visitor,No,70,25,6,11,9717
1435,1435,ses1436,usd1436,2025-04-08,Mobile,Safari,Linux,Paid search,UK,Bangalore,Blog,Pricing,Yes,New Visitor,No,69,55,3,25,2889
1436,1436,ses1437,usd1437,2025-08-30,Desktop,Chrome,Windows,Social media,US,New York,Pricing,Pricing,No,Returning Visitor,Yes,88,47,17,22,3502
1437,1437,ses1438,usd1438,2025-07-28,Desktop,Safari,Android,Organic search,UK,Sydney,About us,Products,No,New Visitor,No,8,57,16,34,62
1438,1438,ses1439,usd1439,2025-05-23,Tablet,Safari,Linux,Organic search,Singapore,Hyderabad,About us,Contact,Yes,Returning Visitor,No,43,8,4,45,8626
1439,1439,ses1440,usd1440,2025-09-23,Desktop,Firefox,iOS,Social media,Singapore,Singapore,Home,Blog,Yes,New Visitor,No,92,20,9,23,3694
1440,1440,ses1441,usd1441,2025-08-01,Mobile,Chrome,MacOS,Organic search,Germany,Bangalore,Home,Blog,No,New Visitor,Yes,96,43,5,16,3639
